ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.08,192.74,323.49,8.75,272.09,581.98,13.58,64.44,3.95,1
6.55,145.81,250.7,5.72,285.22,369.61,8.65,66.4,4.82,1
6.51,223.86,151.47,7.67,389.39,437.05,12.09,52.34,4.23,1
7.35,199.61,190.73,5.77,336.99,413.21,12.48,56.79,4.3,1
8.11,217.27,381.84,7.25,311.91,281.07,13.03,78.58,4.43,1
7.08,237.08,354.34,7.62,381.34,365.03,13.45,33.44,3.83,1
5.99,151.36,201.55,7.72,275.08,478.33,18.02,99.06,3.76,1
7.08,212.71,256.26,8.59,338.66,330.25,11.05,64.47,4.22,1
7.08,161.04,255.83,6.8,333.78,467.48,14.11,52.33,4.51,1
6.43,177.25,203.21,6.38,373.05,375.03,11.68,61.63,3.64,1
6.77,201.65,258.88,9.37,327.62,519.38,17.72,90.06,5.2,1
7.93,224.72,274.02,6.88,343.29,315.91,14.14,32.44,4.85,1
7.34,229.98,126.03,5.98,351.32,370.86,19.39,79.97,4.02,1
7.08,198.41,166.49,6.93,348.55,472.28,17.25,59.63,3.26,1
6.75,176.79,320.41,7.93,333.78,467.15,11.21,47.53,3.74,1
7.74,203.4,214.03,7.62,333.21,424.33,16.95,48.42,3.61,1
7.56,223.23,147.39,6.73,372.03,481.34,8.9,62.13,4.26,1
7.83,213.25,188.21,6.48,316.57,405.28,16.87,55.91,3.55,1
6.75,154.33,251.37,8.5,274.88,330.08,15.98,69.94,3.49,1
6.54,146.06,359.66,8.58,333.78,474.01,21.37,54.13,3.79,1
8.55,236.86,178.28,4.75,341.04,423.11,15.31,80.93,3.04,1
7.5,231.54,224.53,7.82,333.78,381.0,14.34,66.4,4.66,1
5.76,183.07,220.26,8.95,333.78,376.58,10.55,63.3,3.25,1
7.28,165.8,303.97,7.84,281.9,475.65,12.33,83.4,6.08,1
7.49,216.38,94.65,4.95,341.46,501.35,11.25,52.95,3.75,1
6.12,158.73,224.81,8.47,333.78,458.99,15.5,66.4,3.98,1
5.23,127.12,79.07,6.76,335.46,475.33,12.73,79.42,5.14,1
7.08,255.95,150.97,8.48,361.97,471.48,14.57,40.29,3.23,1
6.42,180.29,260.35,9.71,308.96,473.06,17.72,57.6,3.14,1
7.67,205.6,115.79,4.26,356.14,407.72,10.83,83.24,4.59,1
7.13,191.4,252.28,6.61,319.25,419.3,12.87,78.47,4.51,1
7.08,108.92,144.76,5.4,281.2,512.23,15.01,86.67,3.9,1
6.62,179.24,263.93,9.31,333.78,496.36,12.79,78.26,4.45,1
6.5,159.18,134.03,6.96,296.08,359.97,15.64,63.51,3.75,1
7.46,195.03,331.73,7.55,333.78,534.17,17.33,38.37,3.54,1
7.08,221.67,322.7,8.77,303.96,357.36,12.82,51.37,4.8,1
7.1,221.51,172.4,9.18,322.62,442.54,16.58,78.12,4.79,1
6.99,197.69,121.51,7.98,341.1,303.6,14.33,70.86,3.85,0
7.08,184.74,323.29,8.4,292.94,617.14,8.35,51.46,5.49,0
8.3,222.44,203.2,7.32,297.14,374.12,15.78,93.45,4.17,0
3.85,211.76,146.86,7.56,326.91,371.27,21.77,35.78,3.14,0
7.08,174.92,289.91,4.66,417.34,468.84,10.02,53.35,3.67,0
9.38,166.27,324.71,7.34,333.78,498.31,12.78,56.79,4.57,0
9.0,169.23,217.9,7.92,333.78,436.92,18.22,73.22,4.52,0
5.69,241.22,140.84,5.74,293.47,498.28,24.76,70.73,2.99,0
7.3,177.66,234.41,9.11,326.29,478.47,14.0,55.18,2.77,0
7.03,201.0,245.11,5.82,401.27,371.62,12.85,89.19,4.42,0
4.35,197.28,98.48,10.81,333.78,295.75,19.96,81.75,4.36,0
5.29,234.27,268.11,3.61,369.61,570.98,12.78,44.68,3.52,0
7.26,187.77,243.54,7.2,333.78,346.29,10.89,61.56,4.27,0
9.25,184.44,227.49,7.4,375.01,436.49,15.4,44.79,4.0,0
9.68,199.53,329.16,6.13,333.78,461.3,16.11,76.54,2.8,0
7.08,184.99,197.65,7.51,333.78,293.48,12.93,66.4,3.02,0
6.74,196.83,235.66,7.59,315.57,500.14,11.66,31.78,3.5,0
6.81,261.39,151.49,7.06,333.78,397.79,11.99,66.26,3.28,0
6.97,222.89,254.41,7.38,333.78,647.35,17.39,38.73,4.36,0
7.45,179.15,177.63,9.88,328.46,364.13,12.98,49.05,2.95,0
6.21,192.22,193.3,8.79,333.78,401.38,18.23,61.27,3.21,0
7.34,187.67,212.73,7.78,333.78,332.08,16.84,55.02,4.03,0
7.05,187.42,154.23,8.87,341.56,561.79,14.28,66.4,3.17,0
6.64,226.53,137.3,9.06,257.46,275.07,12.78,66.4,3.81,0
10.15,242.15,246.5,4.8,347.07,348.48,17.61,73.0,4.48,0
14.0,235.68,240.09,5.64,381.1,460.75,13.45,72.86,3.17,0
8.47,128.62,152.73,10.73,333.78,553.35,16.93,69.74,4.15,0
6.04,151.15,242.07,8.41,333.78,410.91,10.09,107.59,4.2,0
5.84,194.62,177.22,5.65,410.36,622.96,17.63,93.07,4.24,0
8.11,236.49,266.31,6.27,275.09,496.99,18.59,58.31,2.65,0
5.59,143.51,222.35,9.25,368.39,437.12,11.58,52.42,4.15,0
5.9,196.27,193.99,7.64,328.27,324.05,18.51,77.16,3.82,0
10.28,249.32,232.59,3.33,284.41,468.87,5.19,67.62,2.84,0
9.58,205.75,330.81,5.66,356.7,333.07,16.98,68.91,3.42,0
7.09,139.91,189.76,7.57,423.05,528.27,18.56,68.65,3.63,0
7.08,210.74,122.29,6.95,387.39,422.03,14.68,77.32,2.52,0
9.69,190.16,187.53,7.07,333.78,461.07,9.11,64.23,3.09,0
6.53,181.07,224.44,10.47,271.86,351.06,12.0,66.4,3.57,0
7.08,193.63,187.53,8.69,327.34,478.1,13.17,52.67,2.37,0
7.74,208.92,276.48,5.62,332.82,397.06,12.49,73.18,5.02,0
8.29,191.86,225.26,7.98,333.78,292.86,18.0,72.58,4.29,0
7.25,223.7,243.12,7.39,275.62,306.78,9.7,77.2,4.36,0
7.74,219.66,308.1,6.79,333.78,405.03,12.76,70.37,5.1,0
7.08,214.22,190.27,7.63,333.78,421.14,16.83,74.63,3.99,0
6.89,185.74,122.18,8.02,350.66,394.44,17.06,86.63,4.1,0
6.05,230.59,202.78,9.36,305.78,333.53,12.59,55.3,2.22,0
11.57,192.92,392.34,8.86,236.0,463.44,19.63,81.5,3.76,0
10.16,194.3,289.16,7.3,316.53,279.17,18.45,63.06,2.94,0
8.72,145.25,202.56,10.65,333.78,612.33,13.05,94.83,3.01,0
3.72,183.35,148.41,9.53,333.78,293.92,12.94,112.06,3.78,0
4.89,184.55,109.23,7.46,352.83,338.68,21.62,91.01,3.59,0
6.07,138.22,148.53,8.09,333.78,389.3,17.02,100.44,5.04,0
9.03,156.27,248.98,7.64,416.53,342.75,13.6,62.5,3.63,0
9.91,160.1,321.3,6.11,405.3,541.22,11.55,46.08,5.55,0
7.08,165.74,199.19,7.28,351.97,420.12,17.78,46.0,3.43,0
4.23,207.67,212.14,6.84,304.28,488.46,13.49,65.31,3.73,0
9.14,233.18,321.05,6.75,333.78,370.93,16.33,68.7,3.64,0
3.91,152.82,178.58,7.36,324.38,342.41,7.64,75.2,3.2,0
7.38,148.3,144.18,9.08,347.96,316.58,13.49,58.86,5.34,0
7.08,180.68,86.93,8.67,396.53,534.34,10.3,87.65,3.91,0
8.52,141.81,126.58,11.26,347.27,387.09,12.79,69.58,4.34,0
5.71,199.12,258.16,6.38,333.78,483.82,11.64,79.47,4.33,0
3.72,199.08,159.01,8.56,291.1,371.85,11.97,66.4,2.35,0
6.52,183.23,142.85,8.39,373.09,495.42,11.64,58.66,3.27,0
7.91,190.43,164.62,5.45,394.31,294.18,17.66,82.42,3.89,0
6.59,211.17,289.9,8.88,267.2,504.91,14.05,68.98,4.1,0
4.3,218.32,176.4,7.53,331.83,424.21,15.01,70.05,4.59,0
8.58,215.14,157.79,7.53,316.96,359.83,14.94,79.46,4.0,0
8.88,145.28,176.21,8.27,341.48,286.89,15.19,42.29,4.71,0
10.5,143.77,313.2,7.73,402.95,491.22,12.0,75.64,4.68,0
7.08,219.07,310.45,6.77,263.9,411.47,16.21,70.85,1.98,0
6.95,214.17,329.47,5.48,333.44,318.88,12.81,15.68,4.93,0
8.11,213.03,245.32,6.24,322.1,517.49,14.35,59.86,2.77,0
4.91,161.24,135.17,8.21,343.31,535.22,14.36,71.44,4.2,0
5.1,197.14,216.83,7.76,292.25,424.67,10.93,51.22,4.33,0
6.09,208.91,214.57,9.6,263.45,459.02,19.3,31.01,4.52,0
10.03,213.65,254.33,5.2,319.01,362.26,13.99,68.02,2.9,0
8.98,213.09,190.31,5.29,316.94,473.15,15.89,66.09,4.66,0
5.51,228.74,353.44,4.35,333.78,526.11,14.93,46.78,2.8,0
7.08,200.84,207.43,6.91,264.64,450.36,10.21,70.5,3.81,0
6.73,229.13,150.58,5.12,315.88,443.96,13.78,76.27,4.19,0
7.19,228.41,153.95,7.4,334.78,294.92,13.93,50.75,4.1,0
7.08,190.38,305.24,6.38,387.67,382.06,19.2,73.66,4.94,0
7.13,173.69,193.1,6.53,372.54,295.39,7.27,88.79,3.4,0
5.63,203.73,193.46,8.05,265.35,708.23,15.75,69.2,3.51,0
7.08,184.02,133.61,9.26,335.09,467.44,19.58,80.08,4.41,0
7.96,244.4,324.05,3.32,307.64,433.91,16.25,67.68,3.96,0
7.78,195.18,223.3,6.11,416.95,371.62,10.96,66.4,4.7,0
5.17,206.27,179.14,11.24,333.78,357.7,4.9,72.08,3.84,0
7.67,163.35,250.35,8.26,329.6,431.87,16.08,89.09,4.62,0
7.27,229.09,164.05,7.59,272.28,518.61,17.88,67.1,4.0,0
3.69,202.51,94.4,10.34,313.14,543.69,15.44,65.21,3.85,0
7.08,221.13,271.59,7.88,274.66,472.1,15.76,35.71,4.69,0
7.69,220.82,266.87,8.29,299.96,564.53,13.86,77.02,4.52,0
8.16,236.34,279.31,6.2,325.32,511.59,13.38,80.69,4.47,0
7.19,184.16,311.26,6.38,352.92,472.27,14.81,61.96,3.78,0
5.69,202.36,174.94,5.52,385.2,479.24,21.69,66.4,3.73,0
8.76,197.22,195.72,7.49,376.84,518.39,19.19,35.79,3.53,0
9.81,177.71,305.76,6.39,333.78,536.72,12.34,46.26,4.32,0
9.97,237.02,269.45,5.59,334.33,379.14,13.01,86.19,3.64,0
7.08,179.15,182.82,7.87,326.19,397.22,9.44,57.85,2.76,0
9.15,162.68,214.63,9.82,333.78,501.57,15.67,83.69,4.81,0
7.08,146.25,256.23,7.31,333.78,464.18,8.35,69.0,3.58,0
5.84,157.88,160.87,9.46,277.54,550.14,11.87,52.25,5.05,0
7.08,209.95,186.68,4.45,347.58,479.56,16.09,68.8,3.77,0
4.98,220.95,209.88,7.99,232.55,373.62,12.24,45.95,4.48,0
5.42,185.9,180.21,6.4,447.42,332.05,7.72,67.33,5.22,0
4.84,241.14,183.28,7.4,237.52,355.28,12.72,75.4,4.58,0
7.9,217.77,235.76,7.49,279.15,548.16,10.33,65.18,3.14,0
6.74,158.53,163.05,7.13,333.78,514.75,9.33,38.54,3.53,0
8.66,206.92,295.51,6.03,339.03,329.71,9.14,63.77,3.69,0
4.16,181.74,258.15,8.53,297.24,399.29,9.34,46.64,4.17,0
8.52,212.3,285.54,7.23,342.6,341.74,9.0,60.73,2.17,0
10.0,215.11,334.62,6.19,365.9,373.94,13.79,77.87,2.66,0
7.04,204.92,246.07,8.08,280.75,365.85,10.81,59.91,4.24,0
2.8,186.12,119.21,8.64,332.74,447.59,18.48,87.7,3.49,0
5.97,186.47,231.25,7.01,333.78,446.22,16.46,64.69,5.16,0
8.18,178.08,256.24,7.57,391.92,353.51,19.75,74.3,3.85,0
7.01,162.12,263.95,6.62,333.78,574.58,12.28,51.63,3.28,0
8.18,258.9,172.92,5.18,333.78,434.5,12.81,51.1,4.3,0
7.08,162.51,246.43,7.27,330.91,414.65,11.58,73.95,3.22,0
6.87,216.74,135.29,5.62,402.31,553.62,15.69,86.38,3.96,0
7.95,147.12,208.28,9.23,333.78,474.85,10.71,60.26,4.54,0
7.08,204.26,263.22,5.94,333.78,487.27,20.41,70.34,3.31,0
9.58,223.3,282.93,5.67,333.78,398.48,11.35,44.57,3.93,0
7.27,195.12,214.97,6.57,360.7,418.37,11.38,81.24,4.27,0
7.08,260.85,118.04,5.26,336.04,424.06,12.32,70.2,2.82,0
8.03,169.33,191.69,8.08,405.53,350.58,15.18,68.0,3.74,0
7.88,170.19,370.01,6.22,346.06,517.58,15.87,68.91,4.07,0
6.45,237.46,187.36,5.6,333.78,235.04,11.55,56.72,3.76,0
5.19,171.24,122.9,10.79,301.23,501.56,12.28,54.47,4.88,0
6.54,197.43,159.79,7.42,273.72,452.19,18.58,77.73,5.14,0
5.92,195.74,124.32,6.66,380.73,367.85,21.3,90.39,4.51,0
8.14,184.23,300.32,6.22,373.65,400.61,15.29,37.79,4.2,0
7.08,187.87,295.33,7.98,274.49,469.13,16.17,78.93,4.59,0
6.49,205.15,198.21,6.34,298.38,482.6,12.16,89.48,4.91,0
7.08,205.34,251.43,5.64,296.09,528.28,12.91,69.53,4.89,0
6.98,205.56,161.01,5.53,371.36,532.34,10.35,72.57,5.33,0
5.49,134.56,159.79,9.5,366.21,418.64,12.9,57.78,3.99,0
2.56,147.49,213.17,9.14,312.05,406.37,11.52,83.28,2.82,0
7.31,199.81,145.41,8.83,276.12,486.98,17.27,70.14,5.12,0
8.55,191.71,321.13,8.12,293.66,518.94,8.57,58.06,3.56,0
6.7,148.84,133.29,7.12,333.78,403.42,20.79,70.35,3.4,0
7.08,194.72,183.44,7.61,333.78,320.36,12.33,75.11,4.52,0
8.03,204.78,204.08,4.53,406.33,515.58,21.56,70.55,3.92,0
7.08,168.04,185.64,8.56,345.21,419.13,18.46,59.7,2.96,0
8.62,228.76,191.26,7.02,327.89,383.53,14.76,41.28,4.58,0
9.47,169.21,333.65,8.46,315.96,449.72,10.4,74.33,3.16,0
6.79,227.23,144.7,8.47,274.44,360.76,19.4,40.29,4.82,0
7.08,229.73,224.45,5.7,320.99,389.03,15.5,34.25,3.85,0
7.08,188.4,218.75,7.14,408.86,616.12,8.97,59.71,4.12,0
5.49,186.7,166.39,9.81,333.78,355.94,12.25,66.4,4.56,0
5.05,191.72,182.52,8.12,284.22,373.74,18.05,91.85,3.93,0
6.25,199.1,270.01,7.81,296.92,478.75,17.13,84.8,4.76,0
8.14,221.75,298.08,8.82,205.94,556.66,10.74,59.51,4.7,0
6.85,158.08,119.14,7.63,386.17,473.64,16.94,62.7,4.59,0
8.8,225.9,236.59,2.46,408.42,446.99,14.34,42.8,3.77,0
7.08,200.31,253.56,7.11,304.65,394.25,16.07,77.81,3.28,0
8.38,156.95,219.24,7.66,379.54,364.79,11.77,62.86,3.59,0
6.48,215.72,211.66,7.64,348.47,315.08,13.54,46.17,4.04,0
9.89,128.59,264.36,8.78,349.75,480.67,9.11,65.33,4.62,0
4.81,186.16,191.18,7.05,359.41,577.49,8.3,73.15,3.6,0
10.58,278.04,286.52,2.79,379.28,334.21,15.01,65.2,3.05,0
6.3,249.08,210.46,5.46,333.78,334.18,15.09,52.79,4.22,0
7.82,208.64,223.09,5.85,408.12,502.79,16.14,60.39,3.84,0
7.99,191.94,167.47,8.56,312.74,431.51,14.37,77.93,3.65,0
9.67,130.61,302.21,9.31,370.29,411.88,18.02,76.16,3.9,0
5.94,179.95,265.62,6.8,333.78,431.97,14.63,75.43,2.23,0
5.57,189.7,115.12,8.72,329.94,331.33,18.02,66.19,4.37,0
7.61,208.82,345.39,5.6,301.79,470.74,15.67,35.37,4.69,0
7.1,243.41,234.93,4.79,283.34,341.44,16.07,45.63,3.07,0
5.15,185.34,256.7,7.82,318.45,449.92,18.3,49.34,3.84,0
7.3,205.72,237.79,8.18,333.34,529.62,12.35,41.03,3.94,0
6.1,241.18,135.4,6.02,335.4,363.63,13.46,60.92,4.13,0
6.0,186.88,225.55,8.39,331.21,444.89,4.47,65.95,4.04,0
7.08,153.04,285.05,8.43,333.78,346.31,15.14,48.38,3.83,0
7.89,207.82,123.6,7.38,340.98,499.36,14.05,97.63,5.43,0
7.08,159.83,239.17,6.78,369.22,472.93,13.89,85.76,2.86,0
7.68,204.86,215.3,8.19,333.78,445.37,16.31,78.02,3.19,0
7.08,163.96,195.17,7.18,393.84,587.84,14.84,69.01,4.17,0
10.39,262.74,391.17,3.21,285.73,473.31,13.3,65.32,5.77,0
6.71,236.54,331.97,4.96,331.48,402.95,14.84,66.4,4.59,0
7.35,235.21,204.43,7.18,333.78,305.42,12.83,91.09,3.86,0
7.08,196.08,227.46,7.7,325.48,397.05,21.09,51.94,3.71,0
7.35,202.17,170.33,6.21,361.44,600.3,17.3,89.08,4.3,0
10.15,177.82,206.43,5.76,333.78,487.88,16.49,48.59,2.8,0
6.38,266.02,212.51,4.85,357.24,358.19,27.01,59.94,4.53,0
7.94,181.77,158.59,6.85,333.78,584.83,10.59,81.96,5.43,0
7.08,197.71,312.52,6.25,333.78,322.22,14.27,74.64,3.91,0
7.79,192.18,280.87,7.16,329.71,327.38,10.68,52.42,1.96,0
6.32,227.55,244.63,6.26,333.78,399.95,17.91,71.15,4.75,0
7.08,170.29,145.5,7.85,395.5,486.37,13.8,51.42,3.79,0
6.65,170.27,234.32,7.07,333.78,513.36,20.26,78.9,4.17,0
6.01,205.48,232.68,9.04,283.34,371.4,16.86,73.02,2.69,0
10.09,189.73,175.73,6.89,333.78,416.64,9.48,92.89,4.33,0
5.17,135.71,120.6,8.64,333.78,362.22,11.19,76.07,4.61,0
5.57,229.17,156.13,4.16,383.48,409.07,10.75,63.76,3.6,0
9.49,254.53,284.92,6.11,333.78,620.98,18.42,65.45,3.63,0
9.04,199.32,216.96,5.97,350.18,288.51,13.4,73.06,5.66,0
4.4,119.33,191.0,11.75,333.78,328.4,14.91,49.36,4.01,0
6.98,205.94,226.86,5.93,304.05,441.77,13.52,77.98,4.93,0
6.69,160.26,177.87,7.66,333.78,247.92,17.44,86.86,5.56,0
6.87,182.67,202.47,6.87,330.81,420.33,17.95,60.07,4.84,0
6.16,159.52,197.82,10.08,310.14,505.11,16.77,42.0,3.8,0
8.3,232.41,165.48,6.34,301.09,395.34,13.79,78.62,3.89,0
8.64,206.34,395.57,6.0,290.58,345.49,14.71,66.4,3.42,0
7.08,219.67,222.11,5.88,333.78,398.52,11.5,112.41,2.99,0
7.35,214.72,327.42,6.35,320.07,438.04,15.79,55.37,3.54,0
7.57,206.2,159.26,5.52,333.78,457.64,11.55,66.4,4.41,0
7.86,209.75,198.5,8.04,300.29,368.44,18.53,57.24,4.15,0
7.08,181.39,189.09,7.22,325.9,356.17,14.78,93.44,4.01,0
3.8,189.62,185.3,6.89,396.11,365.27,15.27,86.68,4.83,0
7.08,234.51,190.39,6.8,322.9,437.48,18.11,66.13,3.51,0
11.24,178.6,337.73,9.06,327.65,425.87,17.99,58.99,5.15,0
6.4,126.49,201.16,7.76,427.38,435.28,11.88,53.66,4.45,0
7.08,222.98,322.37,5.92,336.65,526.78,9.84,77.24,4.01,0
5.23,191.66,248.56,7.02,337.27,343.35,15.92,77.32,3.19,0
6.51,198.56,216.27,5.9,389.34,296.26,9.18,66.4,5.43,0
7.83,171.29,259.19,8.59,307.23,448.56,16.41,60.18,3.53,0
7.39,178.34,129.29,7.83,333.78,376.49,18.11,40.4,3.85,0
6.02,197.47,105.29,5.31,416.5,412.01,9.91,59.17,5.22,0
8.39,256.23,167.96,4.14,333.78,333.95,10.82,55.19,3.85,0
8.38,223.33,274.64,6.48,352.95,318.04,10.65,64.21,3.46,0
7.39,209.62,179.4,7.23,333.78,349.21,13.58,68.15,3.78,0
7.08,235.79,219.84,6.06,331.27,441.22,12.74,66.9,4.49,0
8.38,166.88,299.56,9.78,307.36,546.48,17.37,37.84,3.68,0
7.09,222.5,300.45,6.66,333.78,531.96,16.16,46.1,4.08,0
6.57,141.59,128.75,9.12,340.91,339.98,17.11,86.07,2.23,0
6.38,199.64,204.54,5.85,333.78,344.6,16.65,68.31,4.66,0
7.54,201.96,267.16,5.64,333.78,516.35,14.99,83.54,4.21,0
10.63,193.43,140.54,10.33,327.06,479.4,14.08,66.37,5.14,0
9.23,200.71,267.44,6.83,339.82,363.95,14.14,86.95,4.83,0
10.52,256.17,319.65,5.01,288.57,505.36,12.54,75.34,4.34,0
7.08,229.74,227.09,6.36,316.23,294.17,16.1,54.59,4.8,0
6.02,236.98,198.94,7.59,286.94,315.27,12.13,74.13,4.03,0
7.08,236.2,348.23,4.97,362.07,538.0,19.09,87.8,3.78,0
5.97,182.14,268.04,5.74,399.25,481.9,9.21,48.94,4.21,0
6.22,189.34,151.56,6.82,306.89,297.76,11.96,81.39,3.49,0
7.08,175.83,368.2,7.65,322.02,344.72,16.92,66.4,3.52,0
9.13,226.4,199.69,5.72,386.7,440.54,11.75,66.4,5.29,0
7.08,283.41,211.6,4.27,253.43,525.99,6.87,54.65,3.98,0
6.1,200.05,164.05,6.39,366.02,444.45,16.03,72.3,4.3,0
6.2,170.0,166.66,9.48,333.78,457.07,16.35,79.37,3.14,0
5.81,184.54,293.82,6.05,348.35,405.62,18.75,82.19,4.13,0
6.76,212.64,221.13,8.33,275.24,387.56,14.17,76.32,4.18,0
7.08,172.11,265.95,8.23,333.78,348.84,7.88,93.3,3.55,0
6.37,128.62,136.9,9.07,333.78,319.79,8.0,36.01,3.43,0
6.6,205.62,196.36,7.17,344.03,430.56,12.17,57.36,3.97,0
5.65,139.05,165.76,7.86,390.54,418.54,13.27,66.08,3.87,0
7.61,248.04,146.1,6.36,322.36,275.32,11.71,94.78,4.58,0
2.97,147.15,173.26,2.5,393.17,375.41,12.8,76.41,2.78,1
7.08,181.56,192.89,7.33,333.78,274.7,14.09,56.8,2.62,1
7.08,232.1,163.78,0.35,238.45,454.56,7.76,55.88,4.43,1
8.11,198.77,352.01,9.69,333.78,348.97,19.07,72.87,3.66,1
7.12,204.04,251.32,5.4,292.32,424.0,12.84,55.4,3.92,1
5.28,164.06,136.79,5.97,333.78,635.89,11.81,35.43,3.84,1
7.08,167.1,303.63,9.99,362.26,432.03,9.97,94.98,3.35,1
9.81,220.05,341.32,9.75,233.87,367.04,13.5,62.95,4.48,1
7.08,172.21,266.54,7.27,335.89,510.03,13.81,85.38,4.49,1
8.02,197.79,231.05,9.67,322.93,395.74,13.34,68.85,3.19,1
6.6,206.92,145.98,6.45,316.25,582.11,12.52,68.87,3.4,1
6.45,198.49,190.02,7.31,335.48,257.01,13.72,52.86,3.28,1
6.27,163.39,281.41,8.51,376.87,295.68,9.94,50.16,2.94,1
7.08,145.0,162.19,5.56,379.96,374.54,11.12,72.29,4.9,1
5.16,179.64,186.67,5.2,400.9,485.31,14.06,75.82,4.32,1
6.98,181.71,181.95,8.26,371.15,201.62,11.27,68.19,3.41,1
6.79,210.41,304.72,6.61,326.59,493.18,19.99,61.12,2.91,1
8.31,198.34,243.45,8.34,278.87,456.53,15.51,64.44,3.76,1
5.06,137.69,112.29,6.41,481.03,580.1,15.39,43.88,3.16,1
6.91,211.11,192.25,6.38,307.1,323.89,21.21,71.92,5.41,1
7.24,188.05,208.78,8.45,333.78,377.65,16.36,71.63,4.47,1
6.16,189.06,273.12,6.82,319.95,522.8,13.5,53.7,4.83,1
9.16,241.38,281.71,6.82,262.57,568.42,8.12,48.26,3.54,1
5.28,166.73,184.04,4.78,333.78,347.22,15.53,63.01,3.63,1
3.98,135.89,174.31,6.31,373.49,344.4,15.62,68.37,3.67,1
5.69,154.57,176.28,6.66,390.09,324.43,17.35,67.41,4.07,1
6.93,217.77,190.26,3.12,317.07,448.23,12.94,76.82,2.01,1
7.46,227.0,265.59,5.66,300.69,332.07,16.05,28.68,3.88,1
6.07,217.83,171.63,3.52,319.04,612.09,16.54,64.83,2.69,1
7.14,186.58,195.03,8.1,305.43,355.94,15.65,73.89,2.57,1
7.08,182.11,214.53,6.67,333.78,392.43,15.46,60.05,5.04,1
6.33,192.08,333.16,7.05,333.78,489.75,9.56,57.77,3.27,1
6.15,169.4,238.91,7.34,375.8,373.55,15.7,48.3,4.85,1
7.08,205.67,270.45,4.03,298.21,515.75,9.06,48.03,4.07,1
5.51,192.23,121.37,5.23,433.02,405.49,8.51,54.92,4.57,1
4.76,150.07,191.97,7.94,374.48,400.45,11.13,69.26,4.58,1
10.49,221.03,320.92,12.63,333.32,403.82,10.66,87.99,2.89,1
6.68,192.69,274.69,5.81,281.41,299.89,12.24,46.07,4.34,1
7.97,237.5,235.18,5.35,283.58,478.89,15.26,53.67,2.83,1
7.35,208.32,137.15,8.22,352.85,336.91,20.85,69.44,5.86,1
6.99,222.94,197.13,5.29,310.89,270.06,18.36,66.4,4.33,1
5.47,180.38,123.06,5.45,410.46,388.75,12.55,60.63,4.93,1
7.84,206.67,176.43,8.14,333.78,474.99,16.17,68.08,3.18,1
2.54,100.81,198.73,5.01,418.0,420.83,13.98,85.94,2.84,1
8.42,153.03,159.25,11.1,329.13,431.17,12.32,52.63,3.96,1
7.62,214.4,298.18,6.51,298.35,494.95,13.31,70.05,3.8,1
7.62,242.99,176.81,2.86,298.41,549.99,10.07,76.51,4.3,1
5.43,183.44,152.65,5.71,394.0,446.88,17.58,50.27,3.08,1
7.08,215.49,184.9,3.76,294.6,370.27,6.53,68.1,4.58,1
5.5,150.53,183.34,7.47,416.89,300.36,12.3,55.71,4.9,1
5.09,239.74,283.91,1.39,258.44,452.31,13.84,71.51,4.64,1
6.25,187.57,276.9,6.49,330.95,303.5,14.26,57.95,2.92,1
6.75,250.42,245.4,2.4,358.23,339.34,15.36,59.99,3.38,1
6.64,215.06,164.88,6.64,304.76,507.13,11.98,18.02,4.71,1
7.08,138.53,179.05,7.93,399.5,485.42,17.67,36.06,5.44,1
7.3,182.45,291.36,8.25,333.78,307.43,8.73,49.9,4.6,1
5.5,180.83,215.43,6.71,352.25,419.51,13.18,68.9,3.07,1
5.65,187.83,258.69,3.52,338.03,456.26,15.5,72.55,4.86,1
6.16,206.04,228.06,4.4,333.78,409.36,16.9,61.73,4.17,1
7.85,235.34,147.64,7.74,338.6,505.67,11.86,49.6,5.2,1
7.22,203.07,137.03,7.82,352.12,412.32,16.13,80.06,3.16,1
6.58,214.15,248.83,5.07,333.78,400.74,14.02,58.84,4.89,1
7.86,211.31,317.25,7.52,313.34,433.44,15.91,66.4,4.5,1
6.07,140.93,117.95,9.13,437.65,413.08,14.93,48.02,5.25,1
7.08,208.26,136.96,4.48,333.78,449.18,21.31,76.04,3.85,1
6.41,199.13,284.6,4.61,330.91,448.86,11.66,70.16,2.95,1
8.65,201.44,325.71,9.96,333.78,338.5,13.26,66.23,3.33,1
7.18,189.76,133.17,7.83,378.68,541.31,12.49,41.7,3.9,1
6.93,205.34,195.3,6.52,333.78,475.21,15.67,53.96,4.43,1
6.17,138.51,215.04,10.86,338.7,447.81,14.24,31.71,2.57,1
9.54,224.05,316.84,11.99,315.36,493.84,19.09,81.39,3.33,1
6.89,188.92,273.68,8.0,355.48,465.35,12.38,75.11,4.51,1
8.17,244.25,311.15,4.73,285.33,418.62,14.87,56.46,4.71,1
8.76,218.64,217.52,6.45,276.28,356.08,15.71,67.05,2.95,1
4.74,176.66,240.69,4.01,367.81,288.22,13.2,77.88,5.47,1
8.76,210.85,159.78,8.04,328.76,324.05,12.13,59.79,5.79,1
7.9,210.73,158.96,6.91,319.89,448.67,18.17,124.0,2.85,1
7.4,183.0,192.59,7.63,295.93,339.74,10.49,83.12,6.23,1
5.8,181.45,130.29,6.11,374.36,405.52,15.77,35.34,4.07,1
